iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
UKR,Europe,Ukraine,2022-02-01,4287117.0,31911.0,30252.286,107086.0,206.0,148.429,98629.64,734.146,695.986,2463.626,4.739,3.415,1.42,,,,,,,,,,,,,77822.0,1.79,0.3887,2.6,tests performed,30440828.0,15373128.0,14692940.0,395440.0,74592.0,62493.0,70.03,35.37,33.8,0.91,1438.0,21689.0,0.05,75.0,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
UKR,Europe,Ukraine,2022-03-01,5040518.0,0.0,7765.286,112459.0,0.0,85.286,115962.423,0.0,178.649,2587.238,0.0,1.962,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
URY,South America,Uruguay,2022-02-01,679878.0,11453.0,10013.286,6513.0,34.0,24.857,195078.436,3286.227,2873.127,1868.785,9.756,7.132,0.98,,,,,,,,,5243143.0,25044.0,1504.423,7.186,24421.0,7.007,0.41,2.4,people tested,7447705.0,2896972.0,2695858.0,1854875.0,10893.0,14704.0,213.7,83.12,77.35,53.22,4219.0,5727.0,0.164,28.7,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
URY,South America,Uruguay,2022-03-01,844400.0,1938.0,2945.143,6991.0,6.0,12.286,242284.985,556.073,845.054,2005.938,1.722,3.525,0.6,,,,,,,,,5708898.0,7632.0,1638.063,2.19,10279.0,2.949,0.2865,3.5,people tested,7644873.0,2956480.0,2743637.0,1944756.0,6288.0,7209.0,219.36,84.83,78.72,55.8,2068.0,584.0,0.017,20.37,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
USA,North America,United States,2022-02-01,75425186.0,325415.0,426951.429,890063.0,3342.0,2588.857,226559.84,977.472,1282.463,2673.544,10.039,7.776,0.63,22670.0,68.095,120532.0,362.05,,,115571.0,347.149,793061646.0,1771484.0,2382.174,5.321,1573949.0,4.728,0.183,5.5,tests performed,547802195.0,251555383.0,214262221.0,91907693.0,604037.0,638009.0,165.0,75.77,64.54,27.68,1922.0,160545.0,0.048,58.8,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
USA,North America,United States,2022-03-01,79102053.0,46709.0,62549.571,949880.0,1776.0,1857.571,237604.3,140.303,187.884,2853.22,5.335,5.58,0.61,7330.0,22.018,36224.0,108.809,,,32119.0,96.478,825901693.0,1274089.0,2480.818,3.827,1004292.0,3.017,0.038,26.3,tests performed,558420887.0,254246399.0,217217431.0,96738399.0,270458.0,285084.0,168.19,76.58,65.43,29.14,859.0,72333.0,0.022,53.24,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
UZB,Asia,Uzbekistan,2022-02-01,224023.0,1015.0,1119.571,1568.0,4.0,3.286,6601.384,29.909,32.991,46.205,0.118,0.097,0.99,,,,,,,,,,,,,,,,,,,,,,,31659.0,,,,,933.0,6327.0,0.019,45.37,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2022-03-01,236501.0,96.0,128.429,1636.0,1.0,1.857,6969.078,2.829,3.784,48.209,0.029,0.055,0.47,,,,,,,,,,,,,,,,,,,,,,,103050.0,,,,,3037.0,9519.0,0.028,45.37,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
VAT,Europe,Vatican,2022-02-01,29.0,0.0,0.0,,,,35714.286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
VAT,Europe,Vatican,2022-03-01,29.0,0.0,0.0,,,,35714.286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-02-01,7929.0,26.0,401.571,94.0,0.0,0.286,71259.74,233.668,3609.014,844.8,0.0,2.568,0.51,,,,,,,,,,,,,69.0,0.62,,,tests performed,,,,,,169.0,,,,,1519.0,44.0,0.04,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-01,8311.0,2.0,2.0,106.0,0.0,0.0,74692.861,17.974,17.974,952.646,0.0,0.0,0.47,,,,,,,,,98262.0,26.0,883.103,0.234,37.0,0.333,0.0541,18.5,tests performed,67452.0,35230.0,29152.0,3070.0,8.0,20.0,60.62,31.66,26.2,2.76,180.0,7.0,0.006,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VEN,South America,Venezuela,2022-02-01,485974.0,0.0,2083.571,5447.0,0.0,5.286,16929.974,0.0,72.586,189.758,0.0,0.184,1.09,,,,,,,,,,,,,,,,,,,,,,,185506.0,,,,,6463.0,98489.0,0.343,28.7,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VEN,South America,Venezuela,2022-03-01,515124.0,0.0,478.857,5636.0,0.0,2.857,17945.478,0.0,16.682,196.342,0.0,0.1,0.65,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,28.7,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VGB,North America,British Virgin Islands,2022-02-01,5875.0,0.0,9.429,49.0,0.0,0.0,193110.476,0.0,309.916,1610.624,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,230.0,4.0,0.013,,30423.0,207.973,,,,,,,13.67,,,,,79.07,,,,,
VGB,North America,British Virgin Islands,2022-03-01,6085.0,0.0,5.0,62.0,0.0,0.0,200013.148,0.0,164.349,2037.932,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,394.0,5.0,0.016,,30423.0,207.973,,,,,,,13.67,,,,,79.07,,,,,
VIR,North America,United States Virgin Islands,2022-02-01,,,,,,,,,,,,,,,,,,,,,,105056.0,181.0,1008.041,1.737,116.0,1.113,0.173,5.8,tests performed,,,,,,,,,,,,,,38.89,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,
VIR,North America,United States Virgin Islands,2022-03-01,,,,,,,,,,,,,,,,,,,,,,107349.0,122.0,1030.043,1.171,73.0,0.7,0.043,23.3,tests performed,,,,,,,,,,,,,,36.11,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,
VNM,Asia,Vietnam,2022-02-01,2286750.0,11023.0,16460.429,37777.0,0.0,109.571,23294.054,112.286,167.675,384.817,0.0,1.116,1.01,,,,,,,,,,,,,57778.0,0.589,0.2849,3.5,people tested,181581833.0,79078859.0,,,,441568.0,184.97,80.55,,,4498.0,17888.0,0.018,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2022-03-01,3557629.0,114144.0,95301.0,40338.0,,,36239.905,1162.732,970.787,410.904,,,1.6,,,,,,,,,79309194.0,110214.0,807.886,1.123,103177.0,1.051,0.9237,1.1,people tested,195308572.0,79381128.0,77071397.0,38856047.0,338070.0,415014.0,198.95,80.86,78.51,39.58,4228.0,10048.0,0.01,66.67,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VUT,Oceania,Vanuatu,2022-02-01,7.0,0.0,0.0,1.0,0.0,0.0,22.26,0.0,0.0,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,1269.0,76.0,0.024,22.22,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
VUT,Oceania,Vanuatu,2022-03-01,18.0,0.0,0.429,1.0,0.0,0.0,57.24,0.0,1.363,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1266.0,,,,,4026.0,414.0,0.132,22.22,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
WLF,Oceania,Wallis and Futuna,2022-02-01,454.0,0.0,0.0,7.0,0.0,0.0,40923.021,0.0,0.0,630.972,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,1262.0,7.0,0.063,,11094.0,,,,,,,,,,,,,79.94,,,,,
WLF,Oceania,Wallis and Futuna,2022-03-01,454.0,0.0,0.0,7.0,0.0,0.0,40923.021,0.0,0.0,630.972,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,1082.0,6.0,0.054,,11094.0,,,,,,,,,,,,,79.94,,,,,
WSM,Oceania,Samoa,2022-02-01,32.0,0.0,0.857,,,,159.885,0.0,4.283,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,2004.0,150.0,0.075,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
WSM,Oceania,Samoa,2022-03-01,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0,,,,,5106.0,995.0,0.497,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
YEM,Asia,Yemen,2022-02-01,11061.0,42.0,68.0,2013.0,1.0,2.571,362.767,1.377,2.23,66.02,0.033,0.084,0.95,,,,,,,,,,,,,,,,,,,,,,,2366.0,,,,,78.0,1728.0,0.006,26.85,30490639.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
YEM,Asia,Yemen,2022-03-01,11771.0,0.0,3.571,2135.0,0.0,1.571,386.053,0.0,0.117,70.021,0.0,0.052,0.47,,,,,,,,,,,,,,,,,tests performed,,,,,,719.0,,,,,24.0,599.0,0.002,26.85,30490639.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
ZAF,Africa,South Africa,2022-02-01,3608307.0,3085.0,3202.714,95288.0,195.0,127.286,60096.387,51.381,53.341,1587.023,3.248,2.12,0.88,,,,,,,,,22303586.0,35067.0,371.466,0.584,32277.0,0.538,0.0992,10.1,people tested,,,,,,59829.0,,,,,996.0,28031.0,0.047,41.67,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
ZAF,Africa,South Africa,2022-03-01,3675691.0,1649.0,1951.286,99430.0,18.0,80.286,61218.668,27.464,32.499,1656.008,0.3,1.337,0.81,,,,,,,,,23111817.0,26360.0,384.928,0.439,26223.0,0.437,0.0744,13.4,people tested,31652555.0,20396606.0,17301807.0,1162202.0,,75624.0,52.72,33.97,28.82,1.94,1260.0,26564.0,0.044,37.96,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
ZMB,Africa,Zambia,2022-02-01,305557.0,510.0,426.857,3920.0,3.0,2.143,16149.386,26.955,22.56,207.181,0.159,0.113,0.59,,,,,,,,,3186024.0,4768.0,168.389,0.252,4177.0,0.221,0.1022,9.8,tests performed,,,,,,13823.0,,,,,731.0,15561.0,0.082,27.78,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
ZMB,Africa,Zambia,2022-03-01,312970.0,220.0,196.857,3953.0,1.0,1.0,16541.18,11.628,10.404,208.925,0.053,0.053,0.82,,,,,,,,,3273345.0,3232.0,173.004,0.171,2884.0,0.152,0.0683,14.7,tests performed,2888981.0,,1917408.0,,25849.0,20163.0,15.27,,10.13,,1066.0,12768.0,0.067,27.78,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
ZWE,Africa,Zimbabwe,2022-02-01,229851.0,185.0,153.571,5350.0,12.0,4.857,15229.817,12.258,10.176,354.488,0.795,0.322,0.65,,,,,,,,,,,,,9464.0,0.627,0.0162,61.6,tests performed,7642887.0,4274653.0,3303769.0,64465.0,10373.0,9276.0,50.64,28.32,21.89,0.43,615.0,3725.0,0.025,50.0,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
ZWE,Africa,Zimbabwe,2022-03-01,236871.0,491.0,413.0,5395.0,0.0,1.0,15694.959,32.533,27.365,357.47,0.0,0.066,1.27,,,,,,,,,,,,,4063.0,0.269,0.1016,9.8,tests performed,7901360.0,4365856.0,3399915.0,135589.0,10409.0,9291.0,52.35,28.93,22.53,0.9,616.0,2991.0,0.02,53.7,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
